Property Listing Number,Listing Office,Agent Name,Price,Status,Address,City,Family Type,State,County,Bedrooms ,Bathrooms,SqFtTotFn,DOM, Tax  Amount ,Lot - Acres,Garage,Year Built,Total Stories,Surveyed,Seasonal,Rooms ,Flood Zone,Current Use,Basement Access Type,Basement
4401767,Granite Northland Associates,Doreen Wyman,"$295,500 ",OP,839 US ROUTE 4,Canaan,Single Family,NH,NH-Grafton,4,4,"2,740",35,"8,778",3.46,Yes,2005,1.75,Yes,No,8,No,No,Walkout,Yes
4402617,Granite Northland Associates,Doreen Wyman,"$186,000 ",OP,437 Grafton Turnpike Road,Canaan,Single Family,NH,NH-Grafton,2,2,"1,692",144,"4,505",1.63,Yes,1988,1.75,Yes,No,7,No,,Walk-up,Yes
4404491,Four Seasons Sotheby's Int'l Realty,Lori Shipulski,"$237,500 ",OP,344 Canaan Street,Canaan,Single Family,NH,NH-Grafton,3,2,"2,110",188,"6,505",2.4,Yes,1957,1,Yes,No,8,No,No,Interior,Yes
4404585,Coldwell Banker Redpath and Company,House Agent,"$159,000 ",OP,18 High Street,Canaan,Single Family,NH,NH-Grafton,3,1,"1,850",48,"4,069",0.6,Yes,1926,2,Unknown,No,8,No,,Interior,Yes
4405251,Moose Mountain Realty,Kerrie E Roy,"$129,000 ",OP,180 Stevens,Canaan,Single Family,NH,NH-Grafton,3,1,"1,393",13,"4,382",5.01,Yes,1960,1,Yes,No,6,No,No,Walk-up,Yes
4408601,RE/MAX Upper Valley,Gerry Stark,"$277,000 ",OP,137 May,Canaan,Single Family,NH,NH-Grafton,3,2,"2,503",14,"6,029",23,Yes,1790,2,Yes,No,11,No,Yes,Interior,Yes
4411509,Granite Northland Associates,Doreen Wyman,"$186,000 ",OP,22 ENGLEHARDT LANE,Canaan,Single Family,NH,NH-Grafton,3,2,"1,344",443,"4,937",1.9,Yes,1980,1.75,Yes,No,7,No,,Walkout,Yes
4413204,Four Seasons Sotheby's Int'l Realty,Annette Hartley,"$330,000 ",OP,101 Prospect Hill,Canaan,Single Family,NH,NH-Grafton,3,3,"2,024",174,"8,424",26.2,Yes,2002,2,Yes,No,6,Unknown,Yes,Interior,Yes
4415379,Coldwell Banker Redpath and Company,House Agent,"$322,000 ",OP,43 Talbert Hill Rd.,Canaan,Single Family,NH,NH-Grafton,3,2,"2,430",5,"7,575",1.1,No,2004,2,Yes,No,7,No,,Interior,Yes
4416138,Vanessa Stone Real Estate,Vanessa Stone,"$220,000 ",OP,27 Bear Pond Road,Canaan,Single Family,NH,NH-Grafton,3,2,"2,376",195,"5,359",16.96,Yes,1815,1.5,Yes,No,7,Unknown,Yes,Walk-up,Yes
4416785,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$245,000 ",OP,43 Pheasant,Canaan,Single Family,NH,NH-Grafton,3,3,"3,587",157,"6,816",3.84,Yes,2000,1,Yes,No,10,No,,Interior,Yes
4418441,Granite Northland Associates,Joyce Harvey,"$107,000 ",OP,921 NH Route 118,Canaan,Single Family,NH,NH-Grafton,2,3,"1,732",43,"2,585",14.11,No,2008,1.5,Yes,No,7,No,Yes,,No
4424314,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$430,000 ",OP,491 Canaan Street,Canaan,Single Family,NH,NH-Grafton,5,3,"4,330",305, -   ,13,Yes,1803,2,Unknown,No,13,No,,Interior,Yes
4427175,Vanessa Stone Real Estate,Mary L Chamberlin,"$123,000 ",OP,427 Choate Road,Canaan,Single Family,NH,NH-Grafton,3,2,"1,272",100,"2,625",1.65,No,2006,1,Yes,No,2,No,No,,No
4427690,Four Seasons Sotheby's Int'l Realty,Lori Shipulski,"$328,000 ",OP,569 Canaan Street,Canaan,Single Family,NH,NH-Grafton,5,4,"3,270",181,"12,898",5.75,Yes,1904,2,Unknown,No,12,Unknown,,Interior,Yes
4429047,Century 21 Highview Realty,Steve Floyd,"$107,500 ",OP,6 Pine Tree Lane,Canaan,Single Family,NH,NH-Grafton,2,1,960,44,"3,486",1.3,Yes,1983,1.5,Unknown,Unknown,5,Unknown,,,No
4429716,Granite Northland Associates,Doreen Wyman,"$134,500 ",OP,35 Green Eagle Lane,Canaan,Single Family,NH,NH-Grafton,3,0,"1,026",292,"5,443",0.2,No,1890,1.75,Unknown,Yes,7,No,,,No
4428929,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$155,000 ",OP,1141 U.S. Route 4,Canaan,Single Family,NH,NH-Grafton,3,2,"1,536",334,"5,988",0.24,No,1915,2,Unknown,No,9,No,No,Interior,Yes
4429406,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$495,000 ",OP,91 Corno Road,Canaan,Single Family,NH,NH-Grafton,3,3,"2,236",121,"11,918",2.4,Yes,1999,2,Yes,No,9,No,No,Interior,Yes
4604000,Comp Agent,Comp No Agent,"$240,000 ",OP,685 South Road,Canaan,Single Family,NH,NH-Grafton,2,3,"2,160",0,"5,516",6.3,Yes,1991,2.5,Yes,No,6,No,,,
4433970,Vanessa Stone Real Estate,Leafie Casey Cantlin,"$225,000 ",OP,722 Goose Pond Road,Canaan,Single Family,NH,NH-Grafton,2,2,768,13,"4,990",1.96,No,1971,1.5,No,Yes,6,Unknown,No,,No
4437760,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$195,000 ",OP,1282 US Route 4,Canaan,Single Family,NH,NH-Grafton,3,2,"1,576",291,"4,608",0.55,No,2005,1,Unknown,No,5,No,,Interior,Yes
4440191,Four Seasons Sotheby's Int'l Realty,Charlene Ashey,"$215,000 ",OP,28 Crate Lane,Canaan,Single Family,NH,NH-Grafton,3,3,"3,060",11,"3,025",2.1,No,2000,1.5,Yes,No,8,Unknown,,Walkout,Yes
4602135,BHG Masiello Group/Quechee,Kasia Butterfield,"$194,000 ",OP,368 Jones Hill,Canaan,Single Family,NH,NH-Grafton,3,2,"1,700",0,"4,700",1.1,No,2010,1,Unknown,No,5,No,,,No
4442728,Granite Northland Associates,Joyce Harvey,"$250,000 ",OP,541 West Farms Road,Canaan,Single Family,NH,NH-Grafton,3,2,"2,176",46,"5,420",7.3,Yes,1999,2.5,Yes,No,6,No,,Walk-up,Yes
4442717,Coldwell Banker Redpath and Company,House Agent,"$610,000 ",OP,303 West Farms Road,Canaan,Single Family,NH,NH-Grafton,4,3,"4,146",139,"9,433",146.9,Yes,2004,2.5,Yes,No,11,No,Unknown,Walkout,Yes
4444776,RE/MAX Upper Valley,Gerry Stark,"$228,500 ",OP,404 Jones Hill Road,Canaan,Single Family,NH,NH-Grafton,3,3,"2,438",25,"5,751",1.5,Yes,1991,1.75,Yes,No,10,No,No,Walkout,Yes
4445500,Vanessa Stone Real Estate,Vanessa Stone,"$206,875 ",OP,266 Back Bay Road,Canaan,Single Family,NH,NH-Grafton,2,1,920,7,"4,081",2.5,Yes,1940,1,Yes,No,2,No,,Walkout,Yes
4451196,Granite Northland Associates,Doreen Wyman,"$129,000 ",OP,380 Ibey Road,Canaan,Single Family,NH,NH-Grafton,3,1,"1,008",16,"2,462",2.06,Yes,1987,1,Yes,No,6,Unknown,,,No
4452388,Coldwell Banker Redpath and Company,House Agent,"$355,000 ",OP,113 Sawyer Hill Road,Canaan,Single Family,NH,NH-Grafton,4,3,"2,791",159,"9,466",23.4,Yes,1773,1.5,Unknown,No,10,No,No,Interior,Yes
4453080,Vanessa Stone Real Estate,Leafie Casey Cantlin,"$217,000 ",OP,50 Gristmill Hill Road,Canaan,Single Family,NH,NH-Grafton,2,2,"2,220",117,"5,061",1.76,Yes,1993,1.75,Yes,No,7,No,No,Walkout,Yes
4455870,Vanessa Stone Real Estate,Mary L Chamberlin,"$200,000 ",OP,56 Strawbrook Lane,Canaan,Single Family,NH,NH-Grafton,4,2,"1,094",331,"5,150",1.11,Yes,2005,1.5,Yes,No,6,No,,Interior,Yes
4457872,Granite Northland Associates,Joyce Harvey,"$67,900 ",OP,112 Graceville Road,Canaan,Single Family,NH,NH-Grafton,2,1,984,116,"1,626",3.2,No,1970,1,Unknown,No,6,Unknown,,,No
4460676,Granite Northland Associates,Doreen Wyman,"$201,500 ",OP,647 Fernwood Farms Road,Canaan,Single Family,NH,NH-Grafton,3,3,"2,034",115,"6,124",19.93,No,1995,1.75,Yes,No,8,No,Unknown,Walk-up,Yes
4460620,Four Seasons Sotheby's Int'l Realty,Joanne Kent,"$209,000 ",OP,29 West Shore Rd,Canaan,Single Family,NH,NH-Grafton,2,1,908,271, -   ,2.47,No,1960,1,Unknown,No,6,Unknown,No,,No
4462220,Granite Northland Associates,Doreen Wyman,"$115,000 ",OP,674 NH Route 118,Canaan,Single Family,NH,NH-Grafton,2,1,924,147,"3,100",1,No,1860,1.5,Unknown,No,5,No,,Walk-up,Yes
4462541,Granite Northland Associates,Doreen Wyman,"$133,500 ",OP,109 West Farms Road,Canaan,Single Family,NH,NH-Grafton,2,1,"1,248",125,"3,330",5.41,Yes,1985,1,Yes,No,5,No,,,No
4464240,Century 21 Highview Realty,Richard Stickney,"$57,315 ",OP,395 Fernwood Farms Rd,Canaan,Single Family,NH,NH-Grafton,4,2,"2,483",94,"5,274",15,No,1830,1.75,Unknown,No,10,Unknown,Unknown,Walkout,Yes
4468505,Granite Northland Associates,Doreen Wyman,"$250,000 ",OP,17 Mountain View Drive,Canaan,Single Family,NH,NH-Grafton,3,2,"2,659",187,"7,519",3,Yes,1992,1.5,Yes,No,7,No,,Walkout,Yes
4470062,Coldwell Banker Redpath and Company,House Agent,"$198,000 ",OP,17 ANDREW LANE,Canaan,Single Family,NH,NH-Grafton,3,2,"1,344",11,"5,237",2.92,Yes,2007,1,Yes,No,5,Unknown,No,Walkout,Yes
4474280,RE/MAX Upper Valley,Shane MacDonald,"$182,500 ",OP,16 Wolfson Spring Road,Canaan,Single Family,NH,NH-Grafton,3,2,"1,275",43,"5,460",2.9,Yes,1987,2,Yes,No,6,No,No,Interior,No
4476422,Coldwell Banker Redpath and Company,House Agent,"$370,000 ",OP,632 Goose Pond Rd,Canaan,Single Family,NH,NH-Grafton,2,3,"2,098",124,"8,715",0.25,Yes,1988,1.75,Unknown,No,8,No,No,Interior,Yes
4478469,Vanessa Stone Real Estate,Vanessa Stone,"$463,450 ",OP,118 Sawyer Hill Road,Canaan,Single Family,NH,NH-Grafton,3,4,"2,560",167,"9,847",6.27,Yes,2012,1.75,Yes,No,7,No,No,Walkout,Yes
4482075,Vanessa Stone Real Estate,Vanessa Stone,"$289,900 ",OP,837 US Route 4,Canaan,Single Family,NH,NH-Grafton,3,3,"3,019",151,"9,290",2.74,No,2007,2,Unknown,No,10,Unknown,No,Interior,Yes
4483654,Vanessa Stone Real Estate,Vanessa Stone,"$110,000 ",OP,452 South Road,Canaan,Single Family,NH,NH-Grafton,2,1,672,186,"2,491",2.6,No,1952,1,Unknown,No,4,No,No,,No
4483833,Keller Williams Realty-Metropolitan,Kris LaBrake,"$220,000 ",OP,91 Gould Road,Canaan,Single Family,NH,NH-Grafton,2,3,"1,384",7,"6,236",5.05,Yes,2006,2,Unknown,No,7,Unknown,Unknown,Walkout,Yes
4484486,Bean Group / Portsmouth,Sheara Bailey,"$256,000 ",OP,1038 Goose Pond Road,Canaan,Single Family,NH,NH-Grafton,2,1,"1,539",118,"8,000",0.47,No,1986,2,No,No,8,Unknown,,Walk-up,Yes
4486420,Granite Northland Associates,Doreen Wyman,"$65,000 ",OP,11 Birchwood Lane,Canaan,Single Family,NH,NH-Grafton,2,1,"1,536",142,"4,883",8.8,No,2007,1,Yes,No,4,No,,Walkout,Yes
4486970,Vanessa Stone Real Estate,Vanessa Stone,"$133,000 ",OP,47 NH Route 118,Canaan,Single Family,NH,NH-Grafton,2,1,"1,034",71,"3,675",0.62,Yes,1947,1.5,Unknown,No,6,No,No,Walk-up,Yes
4487053,Vanessa Stone Real Estate,Vanessa Stone,"$372,500 ",OP,26 Upper Gates Road,Canaan,Single Family,NH,NH-Grafton,3,3,"2,816",9,"10,221",28.8,Yes,2001,1,Yes,No,8,No,Yes,Walkout,Yes
4487309,Vanessa Stone Real Estate,Vanessa Stone,"$307,000 ",OP,406 Cardigan Mountain Road,Canaan,Single Family,NH,NH-Grafton,3,3,"2,575",64,"5,562",5.8,Yes,1991,1.75,Yes,No,8,No,No,Walkout,Yes
4489682,"Perfect Choice Properties, Inc.",Judith Richard,"$78,475 ",OP,29 Nh Route 118,Canaan,Single Family,NH,NH-Grafton,2,2,"1,440",113,"4,198",0.22,Yes,2001,2,Unknown,No,6,No,,,No
4493766,Vanessa Stone Real Estate,Mary L Chamberlin,"$220,000 ",OP,51 Mud Pond Road,Canaan,Single Family,NH,NH-Grafton,2,1,"1,440",126,"4,465",5.1,No,2012,1,Yes,No,6,No,,Interior,Yes
4494663,Century 21 Highview Realty,Susan Latham,"$172,000 ",OP,32 Strawbrook Lane,Canaan,Single Family,NH,NH-Grafton,3,2,"2,188",117,"5,918",1.11,Yes,2003,1,Unknown,No,6,Unknown,,Interior,Yes
4495573,Coldwell Banker LIFESTYLES - Hanover,Jeffrey H Batchelder,"$147,000 ",OP,309 West Farms Road,Canaan,Single Family,NH,NH-Grafton,2,1,998,79,"3,652",1.26,Yes,1979,1,Unknown,No,5,No,No,Walkout,Yes
4496566,Granite Northland Associates,Doreen Wyman,"$65,000 ",OP,000 Corno Road,Canaan,Single Family,NH,NH-Grafton,0,0,"1,566",16, -   ,3.54,Yes,1980,1.5,Yes,No,1,No,Yes,,No
4497983,Coldwell Banker LIFESTYLES - Hanover,Jennifer Snyder,"$225,500 ",OP,32 Boulder Drive,Canaan,Single Family,NH,NH-Grafton,4,3,"2,194",189,"7,218",1.22,Yes,2005,2,Unknown,No,9,Unknown,,Interior,Yes
4498768,Granite Northland Associates,Joyce Harvey,"$191,000 ",OP,773 WEST FARMS ROAD,Canaan,Single Family,NH,NH-Grafton,3,2,"1,588",88,"4,800",5.84,Yes,2004,1,Yes,No,5,No,,,No
4508170,Roger OParkson Realtor,Roger OParkson,"$355,000 ",OP,255 Sands O'Time,Canaan,Single Family,NH,NH-Grafton,1,1,"1,500",27,"9,200",0.7,No,1980,1.5,Yes,Yes,3,No,No,Walkout,Yes
4512036,LindeMac Real Estate,Linde McNamara,"$508,000 ",OP,159 Sands Of Time Road,Canaan,Single Family,NH,NH-Grafton,2,2,"1,502",152,"13,365",0.27,No,2006,1.75,Unknown,No,8,No,,Interior,Yes
4515804,Granite Northland Associates,Doreen Wyman,"$200,000 ",OP,126 Tuttle Hill Road,Canaan,Single Family,NH,NH-Grafton,3,2,"1,764",13,"4,396",12,Yes,1986,1.75,Yes,No,7,No,Yes,Walkout,Yes
4600239,Century 21 Highview Realty,Susan Latham,"$50,000 ",OP,120 Stevens,Canaan,Single Family,NH,NH-Grafton,1,1,"1,359",92,"3,560",0.71,No,1940,2,Unknown,No,5,Unknown,,,No
4477032,Granite Northland Associates,Donald Wyman,"$320,000 ",OP,42 Eringlen Way,Canaan,Single Family,NH,NH-Grafton,4,5,"2,800",0,"9,123",2.46,Yes,,2,Yes,No,9,No,,Walkout,Yes
4515729,Granite Northland Associates,Doreen Wyman,"$140,000 ",OP,361 Switch Road,Canaan,Single Family,NH,NH-Grafton,3,2,"1,890",95,"4,815",6,Yes,1999,1,Yes,No,7,Yes,No,,No
4609872,Moseley Associates,Cheryl Brush,"$175,000 ",OP,318 Ibey Road,Canaan,Single Family,NH,NH-Grafton,3,2,"1,586",18,"6,363",5.5,No,2010,1,Unknown,No,6,No,No,Walkout,Yes
4610978,Granite Northland Associates,Doreen Wyman,"$71,550 ",OP,37 West Shore Road,Canaan,Single Family,NH,NH-Grafton,1,0,0,79,"3,590",1.09,No,1960,1,Yes,Yes,1,No,,,No
4611547,Lisa Berry Properties,Lisa Berry,"$168,000 ",OP,66 Bear Pond Road,Canaan,Single Family,NH,NH-Grafton,2,2,"1,120",20,"3,640",1.66,No,2001,2,Unknown,No,6,No,,Interior,Yes
4615468,Granite Northland Associates,Doreen Wyman,"$175,900 ",OP,6 Goose Pond Road,Canaan,Single Family,NH,NH-Grafton,3,2,"2,612",34,"5,809",1.1,Yes,1972,1,Yes,No,8,No,No,Walkout,Yes
4617038,RE/MAX Upper Valley,Deb M Roberts,"$259,000 ",OP,162 May Street,Canaan,Single Family,NH,NH-Grafton,3,2,"2,400",15,"8,225",5.35,Yes,2001,2,Yes,No,7,No,No,,No
4617202,Granite Northland Associates,Doreen Wyman,"$268,000 ",OP,326 Tuttle Hill Road,Canaan,Single Family,NH,NH-Grafton,2,2,"1,620",60,"5,269",22.6,No,2003,1.75,Yes,No,6,No,Yes,Walkout,Yes
4032854,Coldwell Banker Redpath and Company,House Agent,"$85,000 ",OP,206 Rocky Hill Way,Enfield,Condo,NH,NH-Grafton,2,2,761,416,"2,075",0,No,1987,2,Yes,No,4,No,,,No
4039313,Vanessa Stone Real Estate,Frederick Lane,"$212,000 ",OP,102 US Route 4,Enfield,Single Family,NH,NH-Grafton,3,2,"3,148",523,"5,633",4.25,Yes,1987,2,Yes,No,7,No,No,Walkout,Yes
4047937,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$150,000 ",OP,335 Bog Road,Enfield,Single Family,NH,NH-Grafton,3,2,"2,496",375,"3,486",5.4,Yes,2002,1,Yes,No,9,No,,,Yes
4050549,Vanessa Stone Real Estate,Leafie Casey Cantlin,"$189,000 ",OP,873 NH Rte 4A,Enfield,Single Family,NH,NH-Grafton,3,2,"2,106",784,"4,076",1.32,Yes,1800,3,Unknown,No,8,No,No,Walkout,Yes
4053359,RE/MAX Upper Valley,Deb M Roberts,"$115,000 ",OP,13 Moore Street,Enfield,Single Family,NH,NH-Grafton,3,1,"1,166",301,"2,469",0.15,Yes,1920,2,Unknown,No,7,No,No,,Yes
4056352,Vanessa Stone Real Estate,Vanessa Stone,"$309,900 ",OP,134 Jones Hill Rd,Enfield,Single Family,NH,NH-Grafton,3,3,"2,152",512,"7,607",3.29,Yes,2002,2,Yes,No,7,Unknown,No,,Yes
4059202,Vanessa Stone Real Estate,Vanessa Stone,"$119,500 ",OP,45 May,Enfield,Single Family,NH,NH-Grafton,3,2,"2,379",291,"3,271",1.69,Yes,1870,1.5,Unknown,No,8,No,No,,Yes
4064955,Vanessa Stone Real Estate,Leafie Casey Cantlin,"$130,000 ",OP,22 Lewin Road,Enfield,Single Family,NH,NH-Grafton,1,1,678,1186,"3,791",0.76,Yes,1955,1,Unknown,No,4,Unknown,No,,No
4066958,Moose Mountain Realty,Anthony Lozeau,"$586,250 ",OP,28 Conant Drive,Enfield,Single Family,NH,NH-Grafton,3,3,"3,015",500,"12,419",5.05,Yes,2001,1.5,Yes,No,7,No,No,Walkout,Yes
4069037,Vanessa Stone Real Estate,Vanessa Stone,"$315,000 ",OP,350 Lockehaven Rd,Enfield,Single Family,NH,NH-Grafton,3,2,"2,827",520,"7,319",15.1,Yes,1987,2,Yes,No,10,Unknown,No,Walkout,Yes
4080661,"Staggs-Warren Associates, LLC",William Warren,"$223,975 ",OP,9 Easy Street,Enfield,Single Family,NH,NH-Grafton,3,2,"1,760",563, -   ,2.33,No,2012,1,Yes,No,7,No,No,Walkout,Yes
4083861,Granite Northland Associates,Doreen Wyman,"$175,000 ",OP,649 Shaker Hill Road,Enfield,Single Family,NH,NH-Grafton,2,2,"1,064",365,"3,687",8,Yes,1960,1,Unknown,No,6,No,No,Walkout,Yes
4084920,Granite Northland Associates,Doreen Wyman,"$135,000 ",OP,1130 NH Route 4A,Enfield,Single Family,NH,NH-Grafton,4,1,"1,944",368,"3,558",14,No,1851,1.5,No,No,7,Unknown,Yes,,Yes
4086726,Vanessa Stone Real Estate,Vanessa Stone,"$140,000 ",OP,453 George Hill Rd.,Enfield,Single Family,NH,NH-Grafton,3,2,"1,596",120,"3,530",0.5,Yes,1966,2,Yes,No,8,No,No,,Yes
4087340,Four Seasons Sotheby's Int'l Realty,Dick DuMez,"$120,000 ",OP,205 6 Rocky Hill Way,Enfield,Condo,NH,NH-Grafton,2,2,"1,114",188,"2,395",0,No,1987,2,Unknown,No,5,Unknown,No,,No
4087109,Moose Mountain Realty,Anthony Lozeau,"$180,000 ",OP,371 Lockehaven Road,Enfield,Single Family,NH,NH-Grafton,3,3,"1,996",346,"4,359",3.17,Yes,1840,1.75,Yes,No,6,No,,Walkout,Yes
4087452,RE/MAX Upper Valley,Gerry Stark,"$118,500 ",OP,3 Arnold Dr.,Enfield,Single Family,NH,NH-Grafton,2,1,"1,084",196,"2,906",0.53,No,1900,1.5,Yes,No,5,No,No,,Yes
4089095,RE/MAX Upper Valley,Gerry Stark,"$234,000 ",OP,8 Meadow Lane,Enfield,Single Family,NH,NH-Grafton,3,3,"2,718",259,"5,348",1.78,Yes,2001,2,Yes,No,10,No,No,,Yes
4095687,Coldwell Banker Redpath and Company,House Agent,"$482,500 ",OP,12 Birch Lane,Enfield,Single Family,NH,NH-Grafton,3,3,"2,774",109,"9,743",2.38,Yes,2007,2,Yes,No,8,No,,Walkout,Yes
4097407,Coldwell Banker Redpath and Company,House Agent,"$90,000 ",OP,26 Marsten Lane #21,Enfield,Condo,NH,NH-Grafton,2,2,761,97,"1,988",0,No,1987,2,Yes,No,4,No,,,No
4098064,Vanessa Stone Real Estate,Vanessa Stone,"$73,000 ",OP,19 Kluge Rd,Enfield,Single Family,NH,NH-Grafton,2,2,924,123,"2,001",0.55,No,1994,1,Yes,No,4,No,No,,No
4111849,Century 21 Highview Realty,Ann Jacques,"$40,000 ",OP,3 Shaker Hill Road,Enfield,Single Family,NH,NH-Grafton,4,2,"1,363",32,"3,441",0.29,No,1815,1.5,Unknown,No,9,Unknown,,Walkout,Yes
4112571,"Real Estate Entrepreneur Network, LLC",Gail McCarthy,"$60,000 ",OP,29 Oak Grove St,Enfield,Single Family,NH,NH-Grafton,2,1,992,65,"2,370",0.19,No,1900,2,Unknown,No,5,Unknown,No,,No
4112757,Century 21 Energy Shield Realty/Lebanon,William Sahlman,"$129,000 ",OP,3 Orchard Road,Enfield,Single Family,NH,NH-Grafton,3,2,"1,376",125,"2,815",1.48,Yes,2002,1,Unknown,No,5,No,No,,No
4117372,Granite Northland Associates,Doreen Wyman,"$270,000 ",OP,627 Shaker Hill,Enfield,Single Family,NH,NH-Grafton,3,3,"2,224",95,"5,427",4.8,No,2008,2.5,Yes,No,7,No,No,Walkout,Yes
4119550,Martha E. Diebold/Hanover,Susanne Pacilio,"$308,500 ",OP,17 Even Chance Road,Enfield,Single Family,NH,NH-Grafton,3,3,"2,764",146,"6,717",1.9,Yes,1988,2,Yes,No,9,No,Unknown,Walk-up,Yes
4120514,Roger OParkson Realtor,Roger OParkson,"$210,000 ",OP,50 Marsten Lane,Enfield,Single Family,NH,NH-Grafton,3,2,"1,700",119,"3,579",1.4,Yes,1981,2,Yes,No,7,No,No,,No
4125214,Coldwell Banker Redpath and Company,House Agent,"$230,000 ",OP,78 ANDERSON HILL,Enfield,Single Family,NH,NH-Grafton,3,3,"1,902",32,"6,022",2.2,Yes,1990,2,Unknown,No,7,No,,Walk-up,Yes
4131744,RE/MAX Upper Valley/Hanover,Agent22341 House,"$146,000 ",OP,13 Abear Road,Enfield,Single Family,NH,NH-Grafton,3,1,"1,512",627,"3,557",1,Yes,1880,2,Unknown,No,7,Unknown,,Interior,Yes
4133148,Cantlin Associates REALTORS,house 2264,"$215,000 ",OP,139 Crystal Lake Road,Enfield,Single Family,NH,NH-Grafton,2,2,"2,218",197,"4,011",2.36,No,1982,1.75,Yes,No,8,No,No,,No
4133118,Coldwell Banker Redpath and Company,House Agent,"$450,000 ",OP,15 Poplar Lane,Enfield,Single Family,NH,NH-Grafton,3,3,"2,100",0, -   ,2.44,Yes,2011,2,Yes,No,8,No,,Walkout,
4133332,RE/MAX Northern Edge Realty LLC,Steve Grone,"$139,000 ",OP,26 Lake Street,Enfield,Single Family,NH,NH-Grafton,3,2,"1,446",2,"2,958",0.28,No,1940,1.5,Unknown,No,7,No,No,Walkout,Yes
4135232,Vanessa Stone Real Estate,Frederick Lane,"$270,000 ",OP,80 Hawley Drive,Enfield,Single Family,NH,NH-Grafton,2,2,"1,064",110,"5,892",0.46,No,1968,1,Yes,No,6,No,No,Walkout,Yes
4135488,Coldwell Banker Redpath and Company,House Agent,"$203,000 ",OP,111 Palmer Rd,Enfield,Single Family,NH,NH-Grafton,3,2,"1,277",53,"4,143",5.2,No,2003,2,No,No,5,No,,Walkout,Yes
4138339,Martha E. Diebold/Hanover,Susanne Pacilio,"$308,500 ",OP,17 Even Chance Road,Enfield,Single Family,NH,NH-Grafton,3,3,"2,764",42,"6,717",1.9,Yes,1988,2,Yes,No,9,No,Unknown,Walk-up,Yes
4138431,Keller Williams Realty-Metropolitan,Beth Decato-Beaulieu,"$340,000 ",OP,102 Follensbee Road,Enfield,Single Family,NH,NH-Grafton,4,2,"2,380",140,"9,357",96.1,Yes,1810,1.75,Yes,No,8,No,,Interior,Yes
4138534,Coldwell Banker Redpath and Company,House Agent,"$93,500 ",OP,206 Rocky Hill Way,Enfield,Condo,NH,NH-Grafton,2,2,761,66,"2,075",0,No,1987,2,Yes,No,4,No,,,No
4139239,Century 21 Highview Realty,Susan Latham,"$110,000 ",OP,33 Kluge,Enfield,Single Family,NH,NH-Grafton,4,1,"1,536",48,"4,011",1.61,Yes,1987,2,Unknown,No,7,Unknown,,Interior,Yes
4139367,Coldwell Banker Redpath and Company,House Agent,"$169,000 ",OP,27 Shaker Landing #2,Enfield,Condo,NH,NH-Grafton,2,2,"1,555",160,"4,553",0,No,1986,3,Yes,No,6,No,,Walkout,Yes
4139922,Bean Group / Vermont,Linda White,"$417,500 ",OP,883 Route 4A,Enfield,Single Family,NH,NH-Grafton,4,3,"3,224",428,"8,846",6.1,Yes,1814,2,Unknown,No,10,Unknown,No,Walkout,Yes
4144301,Century 21 Energy Shield Realty/Lebanon,William Sahlman,"$68,500 ",OP,5 Turner,Enfield,Condo,NH,NH-Grafton,2,1,"1,048",75,"2,500",0,No,1988,2,Unknown,No,4,Unknown,,,No
4149867,Moose Mountain Realty,Kerrie E Roy,"$130,000 ",OP,18 Moore Street,Enfield,Single Family,NH,NH-Grafton,3,1,"1,382",790,"3,751",0.75,Yes,1890,1.75,Unknown,No,7,No,No,Interior,Yes
4149864,RE/MAX Upper Valley,Gerry Stark,"$230,000 ",OP,680 Methodist Hill Road,Enfield,Single Family,NH,NH-Grafton,3,2,"1,300",3,"4,627",5.6,Yes,2000,1,Unknown,No,6,No,No,Interior,Yes
4150260,Four Seasons Sotheby's Int'l Realty,Dick DuMez,"$175,000 ",OP,35 Landing Road,Enfield,Condo,NH,NH-Grafton,2,3,"1,550",57,"4,260",0,No,1985,2.5,Yes,No,6,Unknown,,,No
4150207,Coldwell Banker Redpath and Company,House Agent,"$105,000 ",OP,33 MARSTEN LANE,Enfield,Condo,NH,NH-Grafton,2,2,"1,024",18,"2,514",0,No,1988,2,Unknown,No,4,Unknown,,,No
4150565,Coldwell Banker Redpath and Company,House Agent,"$283,250 ",OP,63 FITZGERALD DRIVE,Enfield,Single Family,NH,NH-Grafton,3,5,"3,592",300,"8,000",3.1,Yes,2002,2,Yes,No,8,Unknown,,Walkout,Yes
4152555,Coldwell Banker Redpath and Company,House Agent,"$235,000 ",OP,14 Depot St,Enfield,Single Family,NH,NH-Grafton,3,2,"1,510",4,"3,483",0.21,Yes,1977,2,Yes,No,6,No,,,No
4154758,Patrick E. Flanagan Real Estate,Patrick Flanagan,"$120,000 ",OP,18 May Street,Enfield,Single Family,NH,NH-Grafton,4,2,"1,312",254,"3,002",1.15,Yes,1880,2,Unknown,No,8,No,,Walk-up,Yes
