Property Listing Number,Listing Office,Agent Name,Price,Status,Address,City,Family Type,State,County,Bedrooms ,Bathrooms,SqFtTotFn,DOM, Tax  Amount ,Lot - Acres,Garage,Year Built,Total Stories,Surveyed,Seasonal,Rooms ,Flood Zone,Current Use,Basement Access Type,Basement
4331722,Coldwell Banker Redpath and Company,House Agent,"$950,000 ",OP,752 Bragg Hill Rd,Norwich,Single Family,VT,VT-Windsor,4,5,"5,598",22,"22,673",15,Yes,1991,2,Yes,No,10,No,,Walkout,Yes
4331860,Coldwell Banker Redpath and Company,House Agent,"$450,000 ",OP,436 Main St,Norwich,Single Family,VT,VT-Windsor,4,3,"1,980",160,"11,500",1.2,No,1820,2,Unknown,No,8,No,,Walk-up,Yes
4332066,LindeMac Real Estate,Linde McNamara,"$229,000 ",OP,21 Lewiston Hill Road,Norwich,Single Family,VT,VT-Windsor,2,2,"1,320",11,"4,482",0.15,No,1947,2,Unknown,No,7,No,No,Interior,Yes
4332828,Four Seasons Sotheby`s Int`l Realty,House,"$470,000 ",OP,15 Union Village Road,Norwich,Single Family,VT,VT-Windsor,4,2,"2,523",21,"10,401",0.75,Yes,1957,2,Unknown,No,9,No,No,Interior,Yes
4335088,Four Seasons Sotheby`s Int`l Realty,house 22125,"$334,000 ",OP,23 Hazen Street,Norwich,Single Family,VT,VT-Windsor,3,2,"1,652",9,"6,541",0.23,Yes,1925,2,No,No,8,No,No,Interior,Yes
4336516,Four Seasons Sotheby`s Int`l Realty,House,"$499,000 ",OP,16 Trumbull Lane,Norwich,Single Family,VT,VT-Windsor,3,2,"1,650",4,"12,356",0.22,Yes,1982,2,Yes,No,7,No,No,Interior,Yes
4337077,Four Seasons Sotheby`s Int`l Realty,house 22125,"$640,000 ",OP,276 Hopson Road,Norwich,Single Family,VT,VT-Windsor,5,3,"3,644",20,"8,715",15.3,Yes,1952,2,Yes,No,9,No,Unknown,,No
4336935,Fidelity Real Estate Inc.,Dennis Marquise,"$475,000 ",OP,235 Main Street,Norwich,Condo,VT,VT-Windsor,2,3,"2,868",28, -   ,0,Yes,2007,2,Yes,No,6,No,,Walkout,Yes
4606000,Comp Agent,Comp No Agent,"$680,000 ",OP,31/33 Brigham Hill Road,Norwich,Single Family,VT,VT-Windsor,4,3,"4,067",0,"13,361",2.9,Yes,2006,2,Unknown,No,9,No,,,
4338495,Four Seasons Sotheby`s Int`l Realty,house 22125,"$949,000 ",OP,608 Turnpike Road,Norwich,Single Family,VT,VT-Windsor,3,4,"5,403",401,"21,533",10.1,Yes,1999,2,Yes,No,11,No,No,Interior,Yes
4338833,Ann Swanson Real Estate,Ann Swanson,"$317,000 ",OP,54 Carpenter Street,Norwich,Single Family,VT,VT-Windsor,3,2,"1,624",8,"7,484",0.47,Yes,1946,1,Yes,No,7,Unknown,No,,No
4339494,Coldwell Banker Redpath and Company,House Agent,"$1,185,000 ",OP,18 Upper Pasture Rd Road,Norwich,Single Family,VT,VT-Windsor,5,5,"4,900",166,"21,468",12.42,Yes,1978,3,Yes,No,14,No,,Walkout,Yes
4341120,Four Seasons Sotheby`s Int`l Realty,house 22125,"$480,000 ",OP,11 Eagle Lane,Norwich,Single Family,VT,VT-Windsor,4,4,"2,583",414,"10,990",1,Yes,1988,3,Yes,No,9,No,No,Interior,Yes
4340994,Four Seasons Sotheby's Int'l Realty,Marcus Ratliff,"$779,000 ",OP,363 Main Street,Norwich,Single Family,VT,VT-Windsor,3,4,"2,900",412,"12,356",0.36,Yes,1987,1.75,Yes,No,9,No,No,Interior,Yes
4341303,Fidelity Real Estate Inc.,Dennis Marquise,"$485,900 ",OP,235 Main Street,Norwich,Condo,VT,VT-Windsor,2,3,"2,868",43, -   ,0,Yes,2007,2,Yes,No,6,No,,Walkout,Yes
4342053,www.EntryOnly.com,Jason Saphire,"$175,000 ",OP,55 Starlake Lane,Norwich,Condo,VT,VT-Windsor,3,1,"1,360",29,"2,273",0.14,No,1994,2,Yes,No,5,No,,Interior,Yes
4345623,Four Seasons Sotheby`s Int`l Realty,house 22125,"$375,000 ",OP,137 Union Village Road,Norwich,Single Family,VT,VT-Windsor,3,3,"1,766",15,"7,522",2.1,No,1937,2,Yes,No,8,No,No,Interior,Yes
4345535,Four Seasons Sotheby`s Int`l Realty,House,"$550,000 ",OP,50 Willey Hill Road Road,Norwich,Single Family,VT,VT-Windsor,3,4,"2,761",10,"11,016",2,Yes,1979,2,Unknown,No,10,No,,Interior,Yes
4347452,Martha E. Diebold/Hanover,Jane Darrach,"$693,000 ",OP,1399 New Boston Road,Norwich,Single Family,VT,VT-Windsor,3,2,"2,508",102,"15,661",99.5,No,1975,1.5,Yes,No,7,No,Yes,Interior,Yes
4351075,Coldwell Banker Redpath and Company,House Agent,"$700,000 ",OP,46 Douglas Lane,Norwich,Single Family,VT,VT-Windsor,3,5,"4,168",6,"16,141",10.3,Yes,1995,2,Yes,No,11,No,,Interior,Yes
4351340,Four Seasons Sotheby`s Int`l Realty,House,"$575,000 ",OP,47 Blood Hill Road,Norwich,Single Family,VT,VT-Windsor,3,3,"2,412",55,"13,683",4.4,Yes,2010,2,Yes,No,8,No,,Interior,Yes
4351683,Coldwell Banker Redpath and Company,House Agent,"$181,500 ",OP,11 Norwich Meadows,Norwich,Condo,VT,VT-Windsor,2,2,"1,280",20,"4,033",0,Yes,1985,2,Unknown,No,5,No,No,,No
4352127,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$880,000 ",OP,15 Happy Hill Road,Norwich,Single Family,VT,VT-Windsor,5,4,"4,715",489,"18,970",10,Yes,1989,2,Yes,No,16,No,No,Interior,Yes
4355587,Coldwell Banker Redpath and Company,House Agent,"$700,000 ",OP,296 Dutton Hill Road,Norwich,Single Family,VT,VT-Windsor,3,4,"3,506",25,"15,767",2.6,Yes,2003,2,No,No,11,No,No,Interior,Yes
4357240,Four Seasons Sotheby`s Int`l Realty,house 22125,"$330,000 ",OP,16 Carpenter Street,Norwich,Single Family,VT,VT-Windsor,2,1,"1,292",26,"5,120",0.22,Yes,1927,1,Unknown,No,6,No,No,Interior,Yes
4358692,Four Seasons Sotheby`s Int`l Realty,House,"$200,000 ",OP,227 Waterman Hill Rd,Norwich,Single Family,VT,VT-Windsor,3,1,"1,428",5,"3,576",8.93,Yes,1799,1.5,Yes,Unknown,7,No,No,Walkout,Yes
4359527,Four Seasons Sotheby`s Int`l Realty,house 22125,"$320,000 ",OP,308 Beaver Meadow Road,Norwich,Single Family,VT,VT-Windsor,3,3,"2,103",196,"8,243",0.7,Yes,1920,2,Yes,No,11,No,No,Walk-up,Yes
4359516,Martha E. Diebold/Hanover,Jane Darrach,"$425,000 ",OP,19 Church Street,Norwich,Single Family,VT,VT-Windsor,4,2,"2,300",2,"9,253",0.63,Yes,1830,2,Yes,No,9,No,,Interior,Yes
4360432,Coldwell Banker Redpath and Company,House Agent,"$580,000 ",OP,75 Hawk Pine Road,Norwich,Single Family,VT,VT-Windsor,3,3,"2,245",4,"9,902",1.4,Yes,1976,1.5,Unknown,No,6,Unknown,No,Interior,Yes
4360864,Martha E. Diebold/Hanover,Jane Darrach,"$1,250,000 ",OP,15 Bramble Lane,Norwich,Single Family,VT,VT-Windsor,5,5,"4,545",18,"23,031",25.5,Yes,1978,3,Yes,No,12,No,,,No
4360884,Four Seasons Sotheby's Int'l Realty,Alan DiStasio,"$825,000 ",OP,240 Waterman Hill Rd,Norwich,Single Family,VT,VT-Windsor,4,3,"3,686",68,"14,525",22,Yes,1770,1.5,Yes,No,10,No,,Interior,Yes
4361352,"Continental Real Estate Group, Inc.",Derek Eisenberg,"$490,000 ",OP,1238 Turnpike Road,Norwich,Single Family,VT,VT-Windsor,4,4,"2,394",12,"10,883",10.08,Yes,1989,2,Unknown,Unknown,8,Unknown,,Walkout,Yes
4363933,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$1,185,000 ",OP,207 Willey Hill Road,Norwich,Single Family,VT,VT-Windsor,4,5,"4,660",107,"22,877",17.5,Yes,1984,1.5,Yes,No,10,No,No,Interior,Yes
4363783,Coldwell Banker Redpath and Company,House Agent,"$579,000 ",OP,11 Douglas Ridge,Norwich,Single Family,VT,VT-Windsor,4,4,"2,284",3,"10,771",1.8,Yes,1982,2,Yes,No,8,No,No,Interior,Yes
4365309,Coldwell Banker Redpath and Company,House Agent,"$620,000 ",OP,70 Koch Rd.,Norwich,Single Family,VT,VT-Windsor,4,5,"3,567",107,"14,711",2.54,Yes,1977,2,Yes,No,11,No,No,Interior,Yes
4366482,Four Seasons Sotheby's Int'l Realty,Berna Rexford,"$345,000 ",OP,44 Bramble Lane,Norwich,Single Family,VT,VT-Windsor,4,3,"2,322",679,"8,675",25,Yes,1977,2,Yes,No,9,No,,Interior,Yes
4366878,Coldwell Banker Redpath and Co./Quechee,agent22051 house,"$445,000 ",OP,1110 New Boston Road,Norwich,Single Family,VT,VT-Windsor,4,3,"2,424",76,"9,389",0.77,Yes,2006,2,Yes,No,8,Unknown,Unknown,Interior,Yes
4368793,Four Seasons Sotheby`s Int`l Realty,house 22125,"$352,000 ",OP,117 Dutton Hill,Norwich,Single Family,VT,VT-Windsor,3,2,"2,259",249,"6,649",4.3,No,1975,3,Yes,No,10,No,,Walkout,Yes
4369634,Coldwell Banker Redpath and Company,House Agent,"$695,000 ",OP,391 Bragg Hill,Norwich,Single Family,VT,VT-Windsor,3,3,"2,113",20,"12,465",24.88,Yes,1985,1.5,Yes,No,7,No,No,Interior,Yes
4370426,Martha E. Diebold/Hanover,Jane Darrach,"$615,000 ",OP,862 Union Village Road,Norwich,Single Family,VT,VT-Windsor,3,2,"2,743",14,"12,134",6,Yes,1993,2,Yes,No,9,Unknown,,Interior,Yes
4371172,Four Seasons Sotheby's Int'l Realty,Linda Mayo,"$800,000 ",OP,18 Elm Street,Norwich,Single Family,VT,VT-Windsor,5,4,"3,925",157,"15,161",0.38,Yes,1810,2,Unknown,No,13,Unknown,,Interior,Yes
4371648,BHG Masiello Group/Quechee,Mary Paino,"$200,000 ",OP,15 Heritage Lane,Norwich,Condo,VT,VT-Windsor,1,3,"1,800",223,"4,529",0,Yes,1988,2.5,Yes,No,6,Unknown,No,,No
4371564,Coldwell Banker Redpath and Company,House Agent,"$310,000 ",OP,720 Union Village Road,Norwich,Single Family,VT,VT-Windsor,2,1,"1,032",160,"7,859",109,No,1963,1.5,Yes,Yes,4,No,Yes,,No
4372043,Four Seasons Sotheby's Int'l Realty,Genevieve Verlaak,"$1,285,320 ",OP,546 Sugartop Road,Norwich,Single Family,VT,VT-Windsor,3,3,"5,118",122,"23,511",17.1,Yes,1988,3,No,No,7,No,Yes,Walkout,Yes
4604506,Coldwell Banker LIFESTYLES - Hanover,Shelley Gilbert,"$695,000 ",OP,19 Bragg Hill Road,Norwich,Single Family,VT,VT-Windsor,3,3,"2,868",0,"12,940",2.85,Yes,1990,2,Yes,No,9,No,,Interior,Yes
4606011,Comp Agent,Comp No Agent,"$695,000 ",OP,19 Bragg Hill Road,Norwich,Single Family,VT,VT-Windsor,3,3,"2,859",0,"12,940",2.85,Yes,1990,2,Yes,No,9,No,,Interior,Yes
4373289,Bean Group / Vermont,Linda White,"$275,000 ",OP,6 Jones CirOPe,Norwich,Single Family,VT,VT-Windsor,2,1,912,43,"5,449",0.28,Yes,1959,1,Unknown,No,5,No,,Interior,Yes
4374965,Four Seasons Sotheby`s Int`l Realty,house 22125,"$315,000 ",OP,1292 Turnpike Road,Norwich,Single Family,VT,VT-Windsor,4,3,"2,340",209,"6,563",10.3,Yes,1976,2,Yes,No,8,No,No,Interior,Yes
4374594,Four Seasons Sotheby`s Int`l Realty,house 22125,"$290,000 ",OP,53 Glen Ridge Road,Norwich,Single Family,VT,VT-Windsor,3,3,"1,960",178,"7,111",1.22,Yes,1979,2,Yes,No,8,No,No,Walkout,Yes
4377719,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$179,900 ",OP,44 Pattrell Road,Norwich,Single Family,VT,VT-Windsor,3,1,960,12,"3,402",0.86,Yes,1966,1,No,No,6,No,,Interior,Yes
4380598,Four Seasons Sotheby's Int'l Realty,Judith Cashman,"$342,500 ",OP,1322 Turnpike Road,Norwich,Single Family,VT,VT-Windsor,2,2,"2,114",204,"6,968",2.5,Yes,1982,1.5,Unknown,No,7,Unknown,,Interior,Yes
4380714,Four Seasons Sotheby's Int'l Realty,Judith Cashman,"$700,000 ",OP,78 Brigham Hill Road,Norwich,Single Family,VT,VT-Windsor,3,4,"3,200",224,"15,899",3,Yes,1955,2,Unknown,No,10,Unknown,,Walkout,Yes
4382745,LindeMac Real Estate,Linde McNamara,"$356,000 ",OP,324 Hopson Road,Norwich,Single Family,VT,VT-Windsor,3,2,"2,037",87,"8,961",5.6,Yes,1965,1,Yes,No,7,No,,Interior,Yes
4387127,Coldwell Banker Redpath and Company,House Agent,"$254,000 ",OP,102 Kendall Station Road,Norwich,Single Family,VT,VT-Windsor,2,1,918,12,"5,055",0.6,Yes,1947,1,No,No,5,Yes,No,Interior,Yes
4390131,Bean Group / Vermont,Sandra Dell,"$425,000 ",OP,80 Four Wheel Drive,Norwich,Single Family,VT,VT-Windsor,3,2,"2,724",12,"8,044",2,Yes,1940,3,Unknown,No,10,No,No,,No
4395538,Bonnie McPadden,House Agent,"$290,000 ",OP,1445 NEW BOSTON Road,Norwich,Single Family,VT,VT-Windsor,3,3,"3,005",16,"7,833",2,Yes,2003,2,Unknown,No,7,Unknown,,Walkout,Yes
4395387,Four Seasons Sotheby's Int'l Realty,Marcus Ratliff,"$346,000 ",OP,265 Joshua Road,Norwich,Single Family,VT,VT-Windsor,3,2,"2,175",89,"8,365",7.51,Yes,1971,1,Unknown,No,10,No,,Walkout,Yes
4398214,Martha E. Diebold/Hanover,Jane Darrach,"$545,000 ",OP,235 # 2 Main Street,Norwich,Condo,VT,VT-Windsor,3,4,"2,698",48,"11,227",0,Yes,2008,3,Yes,No,7,No,,Interior,Yes
4398446,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$530,000 ",OP,44 McKenna Road,Norwich,Single Family,VT,VT-Windsor,5,5,"2,858",29,"9,957",1.44,No,1910,3,Yes,No,13,No,,Interior,Yes
4399272,Four Seasons Sotheby`s Int`l Realty,house 22125,"$1,350,000 ",OP,16 Olcott Road,Norwich,Single Family,VT,VT-Windsor,5,6,"6,741",97,"29,384",7.5,Yes,2005,2.5,Yes,No,17,No,No,Interior,Yes
4399980,Coldwell Banker Redpath and Company,House Agent,"$739,000 ",OP,62 Union Village Rd,Norwich,Single Family,VT,VT-Windsor,4,4,"3,450",5,"12,919",2.59,Yes,2000,2,Yes,No,10,No,,Walkout,Yes
4400783,Four Seasons Sotheby`s Int`l Realty,house 22125,"$793,000 ",OP,55 Church Street,Norwich,Single Family,VT,VT-Windsor,3,3,"3,158",5,"11,282",0.34,Yes,1913,2,No,No,9,No,No,Interior,Yes
4401639,Coldwell Banker Redpath and Company,House Agent,"$390,000 ",OP,1016 New Boston Road,Norwich,Single Family,VT,VT-Windsor,3,3,"2,443",5,"8,676",2.46,Yes,1982,2,Yes,No,8,No,,Walkout,Yes
4401515,RE/MAX Group One Realtors,Cheryl Herrmann,"$585,000 ",OP,79 DOUGLAS RD.,Norwich,Single Family,VT,VT-Windsor,3,4,"3,252",55,"14,020",2,Yes,1984,2,Yes,No,9,No,No,Walk-up,Yes
4402813,RE/MAX Group One Realtors,Cheryl Herrmann,"$433,500 ",OP,112 Bradley Hill Rd,Norwich,Single Family,VT,VT-Windsor,3,3,"2,416",6,"9,747",1,Yes,1982,1.5,Yes,No,11,No,,Walk-up,Yes
4403261,Coldwell Banker Redpath and Company,House Agent,"$590,000 ",OP,720 Pattrell Road,Norwich,Single Family,VT,VT-Windsor,3,2,"2,254",63,"11,237",3.5,Yes,1983,2,Yes,No,6,No,,Walkout,Yes
4403959,Four Seasons Sotheby`s Int`l Realty,house 22125,"$480,000 ",OP,101 Church Street,Norwich,Single Family,VT,VT-Windsor,3,3,"2,710",61,"11,386",1.2,Yes,1983,2,Yes,No,9,No,,Interior,Yes
4404050,Four Seasons Sotheby's Int'l Realty,Linda Mayo,"$571,850 ",OP,6 Douglas Lane,Norwich,Single Family,VT,VT-Windsor,4,4,"3,340",143,"13,605",10.1,Yes,1988,2,Unknown,No,9,Unknown,,Walkout,Yes
4404266,Coldwell Banker Redpath and Company,House Agent,"$455,000 ",OP,44 Hawk Pine Road,Norwich,Single Family,VT,VT-Windsor,4,3,"2,895",84,"10,785",1.31,Yes,1978,2,Yes,No,10,No,No,Interior,Yes
4405295,Coldwell Banker Redpath and Company,House Agent,"$560,000 ",OP,137 Hickory Ridge,Norwich,Single Family,VT,VT-Windsor,3,3,"2,535",87,"12,108",10.1,Yes,1990,3,Yes,No,8,No,No,Interior,Yes
4405627,Coldwell Banker Redpath and Company,House Agent,"$290,000 ",OP,24 Ridgewood Hill,Norwich,Single Family,VT,VT-Windsor,3,2,"1,700",7,"5,888",10.4,No,1989,1.75,Yes,No,6,No,No,Walkout,Yes
4406267,Four Seasons Sotheby`s Int`l Realty,house 22125,"$555,000 ",OP,50 Bob White Lane,Norwich,Single Family,VT,VT-Windsor,4,3,"2,704",6,"12,441",7.24,Yes,2009,2,Yes,No,7,No,,Interior,Yes
4406790,RE/MAX Group One Realtors,Brian Cook,"$425,000 ",OP,591 Goodrich Four Corners Road,Norwich,Single Family,VT,VT-Windsor,3,2,"1,820",2,"7,472",7,Yes,1906,1.75,Unknown,No,6,No,,Walk-up,Yes
4408005,Bean Group / Vermont,Linda White,"$350,000 ",OP,8 STAGECOACH RD.,Norwich,Single Family,VT,VT-Windsor,3,1,"1,294",74,"8,136",38.7,No,1950,1,No,No,7,No,Yes,Walkout,Yes
4408666,Four Seasons Sotheby's Int'l Realty,Alan DiStasio,"$285,000 ",OP,446 New Boston,Norwich,Single Family,VT,VT-Windsor,2,1,880,11,"4,612",1.25,No,1938,1,No,No,5,No,No,Interior,Yes
4408854,Four Seasons Sotheby`s Int`l Realty,house 22125,"$1,295,000 ",OP,741 Bragg Hill Road,Norwich,Single Family,VT,VT-Windsor,6,7,"6,966",33,"26,571",15.08,Yes,1998,1.5,Yes,No,15,No,No,Interior,Yes
4409857,Four Seasons Sotheby's Int'l Realty,agent221216 house,"$335,000 ",OP,484 Main Street,Norwich,Single Family,VT,VT-Windsor,3,3,"1,970",19,"7,520",0.62,Yes,1940,1.5,Yes,No,9,No,,,No
4413592,Four Seasons Sotheby`s Int`l Realty,house 22125,"$383,000 ",OP,707 Route 132,Norwich,Single Family,VT,VT-Windsor,3,2,"2,490",9,"8,486",3.4,Yes,1850,2,Unknown,No,9,No,,Interior,Yes
4414741,Coldwell Banker Redpath and Company,House Agent,"$218,000 ",OP,467 Turnpike Rd.,Norwich,Single Family,VT,VT-Windsor,3,2,"1,345",90,"4,734",0.96,Yes,1920,2,Unknown,No,6,Unknown,,Interior,Yes
4415599,Four Seasons Sotheby's Int'l Realty,Alan DiStasio,"$2,077,140 ",OP,297 Tucker Hill Road,Norwich,Single Family,VT,VT-Windsor,6,8,"7,592",126,"50,713",59,Yes,1992,2.5,Yes,No,20,No,No,Interior,Yes
4415668,Coldwell Banker Redpath and Company,House Agent,"$499,000 ",OP,63 Pattrell Rd,Norwich,Single Family,VT,VT-Windsor,3,2,"2,400",41,"9,899",1.1,Yes,1968,3,No,No,8,No,No,Interior,Yes
4417868,Four Seasons Sotheby`s Int`l Realty,house 22125,"$325,000 ",OP,49 Hazen Street,Norwich,Single Family,VT,VT-Windsor,3,2,"1,330",3,"4,912",0.17,Yes,1907,2,Yes,No,7,No,,Interior,Yes
4604968,Four Seasons Sotheby's Int'l Realty,Evan Pierce,"$489,136 ",OP,1037 Turnpike Road,Norwich,Single Family,VT,VT-Windsor,3,2,"2,174",0,"9,265",4,Yes,1913,2,Unknown,No,7,Unknown,,Interior,Yes
4418626,BHG Masiello Group/Quechee,Kasia Butterfield,"$459,000 ",OP,12 Bowen Hill Rd,Norwich,Single Family,VT,VT-Windsor,3,4,"2,453",1,"8,329",0.74,Yes,2000,2,Unknown,No,10,Unknown,,Interior,Yes
4605054,Four Seasons Sotheby's Int'l Realty,Edythe Scheier,"$729,000 ",OP,195 Douglas Road,Norwich,Single Family,VT,VT-Windsor,3,3,"4,661",0,"16,440",10.2,Yes,1996,1.5,Yes,No,10,No,,Walk-up,Yes
4420923,Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$162,000 ",OP,55 Upper Loveland Road,Norwich,Single Family,VT,VT-Windsor,3,1,"1,029",65,"3,524",0.6,No,1986,1,Unknown,No,6,No,No,Interior,Yes
4420928,Coldwell Banker Redpath and Company,House Agent,"$400,000 ",OP,143 Norford Lake Rd,Norwich,Single Family,VT,VT-Windsor,2,1,"1,029",19,"11,482",26,Yes,1988,2,Yes,No,4,No,,Walkout,Yes
4424910,Coldwell Banker Redpath and Company,House Agent,"$623,000 ",OP,394 Main Street,Norwich,Single Family,VT,VT-Windsor,4,2,"2,683",7,"12,552",0.34,Yes,1925,2.5,Unknown,No,9,No,No,Interior,Yes
4425810,Four Seasons Sotheby's Int'l Realty,Berna Rexford,"$382,500 ",OP,48 Overlook Drive,Norwich,Single Family,VT,VT-Windsor,3,2,"2,123",67,"8,709",2.9,Yes,1961,1,Yes,No,7,No,,,No
4427101,Coldwell Banker Redpath and Company,House Agent,"$495,250 ",OP,49 Norford Lake Rd,Norwich,Single Family,VT,VT-Windsor,3,3,"2,475",8,"10,769",9,Yes,1995,2,Unknown,No,9,No,No,Interior,Yes
4427054,LindeMac Real Estate,Linde McNamara,"$213,000 ",OP,153 Delta Drive,Norwich,Single Family,VT,VT-Windsor,2,1,"1,224",555,"6,601",5.33,No,1997,1.5,Yes,No,5,No,,Interior,Yes
4428104,Quechee Lakes Real Estate Center,Carol Davidson,"$399,000 ",OP,218 Hopson Rd.,Norwich,Single Family,VT,VT-Windsor,3,3,"2,500",82,"8,591",4.5,Yes,1940,1.5,Unknown,No,7,No,Unknown,Interior,Yes
4429979,RE/MAX Group One Realtors,Cheryl Herrmann,"$596,000 ",OP,218 ELM STREET,Norwich,Single Family,VT,VT-Windsor,3,3,"2,643",3,"10,836",1.7,Yes,1940,1,Unknown,No,7,No,,Walkout,Yes
4430610,Four Seasons Sotheby's Int'l Realty,Genevieve Verlaak,"$950,000 ",OP,143 Douglas Road,Norwich,Single Family,VT,VT-Windsor,3,4,"4,450",10,"17,561",10.1,Yes,1989,2,No,No,12,No,,Interior,Yes
4430698,Fox Run Realty,Charles Egner,"$729,000 ",OP,53 Partridge Hill Road,Norwich,Single Family,VT,VT-Windsor,4,3,"3,000",562,"5,141",1.3,Yes,2015,2,Yes,No,8,No,,,No
4431621,Martha E. Diebold/Hanover,Jane Darrach,"$670,000 ",OP,69 Simpson Road,Norwich,Single Family,VT,VT-Windsor,4,3,"4,164",55,"12,721",10.1,Yes,1985,2.5,Unknown,No,10,No,,Interior,Yes
4435193,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$695,000 ",OP,47 Tucker Hill Road,Norwich,Single Family,VT,VT-Windsor,4,4,"3,557",564,"14,882",4,Yes,1997,1.5,Yes,No,9,No,Yes,Walk-up,Yes
4437489,Coldwell Banker Redpath and Company,House Agent,"$523,638 ",OP,31 HAST CHARM WAY,Norwich,Single Family,VT,VT-Windsor,3,3,"2,630",7,"11,925",3.6,Yes,1968,1,Unknown,No,10,Unknown,,Walkout,Yes
4437444,Coldwell Banker Redpath and Company,House Agent,"$642,000 ",OP,176 Upper Pasture Road,Norwich,Single Family,VT,VT-Windsor,4,4,"3,393",122,"18,604",12.3,Yes,1981,3,Yes,No,12,No,,Interior,Yes
4438022,"LandVest, Inc/Woodstock",T Story Jenks,"$1,250,000 ",OP,451 Bradley Hill,Norwich,Single Family,VT,VT-Windsor,5,5,"6,400",301,"45,809",84,Yes,1995,2,Yes,No,10,No,,,No
4438705,Coldwell Banker Redpath and Company,House Agent,"$575,000 ",OP,46 Douglas Lane,Norwich,Single Family,VT,VT-Windsor,3,5,"4,168",333,"16,141",10.3,Yes,1995,2,Yes,No,11,No,,Interior,Yes
4440267,Four Seasons Sotheby's Int'l Realty,Edythe Scheier,"$456,000 ",OP,1528 Beaver Meadow Road,Norwich,Single Family,VT,VT-Windsor,3,3,"3,046",5,"8,895",3,Yes,1988,2,Yes,No,8,No,,Interior,Yes
4451024,Four Seasons Sotheby`s Int`l Realty,house 22125,"$265,000 ",OP,32 Moore Lane,Norwich,Single Family,VT,VT-Windsor,4,1,"1,440",40,"6,817",1,Yes,1902,1.75,Unknown,No,7,No,No,Interior,Yes
4451676,Martha E. Diebold/Hanover,Jane Darrach,"$660,000 ",OP,1470 Turnpike Road,Norwich,Single Family,VT,VT-Windsor,3,4,"3,585",204,"23,031",20.8,Yes,2000,2.5,Yes,No,9,No,,Interior,Yes
4453665,Coldwell Banker Redpath and Company,House Agent,"$425,000 ",OP,79 Huntley Street,Norwich,Single Family,VT,VT-Windsor,4,3,"2,500",151,"8,581",0.36,Yes,1957,2,Unknown,Unknown,11,Unknown,,Interior,Yes
4458340,Martha E. Diebold/Hanover,Susanne Pacilio,"$342,500 ",OP,22 Eagle Lane,Norwich,Single Family,VT,VT-Windsor,3,3,"1,769",247,"7,600",1.16,No,1980,1.75,Yes,No,7,No,,Walk-up,Yes
4459403,Buffum Realty,Julie Buffum,"$262,324 ",OP,476 Hawk PIne Road,Norwich,Single Family,VT,VT-Windsor,4,3,"4,398",141,"9,399",1.59,Yes,1988,2,Unknown,No,10,Unknown,,Interior,Yes
4461431,Coldwell Banker Redpath and Company,House Agent,"$942,553 ",OP,39 Elm Street,Norwich,Single Family,VT,VT-Windsor,3,3,"3,000",177,"18,421",1.2,Yes,1870,1.75,Yes,No,10,Unknown,No,Interior,Yes
4467533,Martha E. Diebold/Hanover,Jane Darrach,"$870,845 ",OP,359 Hawk Pine Road,Norwich,Single Family,VT,VT-Windsor,4,5,"5,280",317,"17,336",1.9,Yes,1987,2,Yes,No,12,No,,Interior,Yes
4469524,Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$700,000 ",OP,19 Bragg Hill Road,Norwich,Single Family,VT,VT-Windsor,3,3,"2,967",45,"12,940",2.85,Yes,1990,2,No,No,8,No,,Interior,Yes
4471396,"C.G. Shepherd Realty, LLC",Sarah Luhmann,"$343,800 ",OP,101 BRIGHAM HILL RD,Norwich,Single Family,VT,VT-Windsor,3,2,"1,622",8,"7,510",2.01,Yes,1959,2,Yes,No,7,No,,Interior,Yes
4471583,RE/MAX Group One Realtors,Barney Griggs,"$410,000 ",OP,435 Bragg Hill Road,Norwich,Single Family,VT,VT-Windsor,4,3,"2,890",146,"10,378",2.7,Yes,1979,2,Yes,No,8,Unknown,No,Walkout,Yes
4473681,Martha E. Diebold/Hanover,Susanne Pacilio,"$625,000 ",OP,69 Meetinghouse Rd,Norwich,Single Family,VT,VT-Windsor,4,3,"3,104",14,"14,747",10.1,Yes,2000,2,Yes,No,10,No,No,Walk-up,Yes
4475839,"KCC Properties Realty, Inc.",Jolin Salazar Kish,"$350,000 ",OP,136 Stowell Road,Norwich,Single Family,VT,VT-Windsor,4,3,"2,796",103,"9,162",7.04,No,1990,2,Yes,No,9,No,,Walkout,Yes
4476164,RE/MAX Group One Realtors,Cheryl Herrmann,"$245,000 ",OP,5 Hopson Road,Norwich,Single Family,VT,VT-Windsor,3,2,"1,880",4,"6,931",0.18,Yes,1944,1,Unknown,No,8,Unknown,,Walkout,Yes
4481326,Four Seasons Sotheby's Int'l Realty,Berna Rexford,"$375,000 ",OP,1328 New Boston Road,Norwich,Single Family,VT,VT-Windsor,3,2,"2,094",6,"8,018",4.37,Yes,1976,1,Yes,No,8,No,,,No
